country_origin,hs_code,hs_description,period_value,ytd_value,share_of_total,period_value_teu,ytd_value_teu,share_of_total_teu,period_value_shipment,ytd_value_shipment,share_of_total_shipment,period_value_container,ytd_value_container,share_of_total_container,period_value_vrac,ytd_value_vrac,share_of_total_vrac
USA,4809,"Carbon paper, self copy paper, and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets",22591.0,22591.0,0.0056083502504889055,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
USA,4901,Animals; live,4487.0,4487.0,0.0011139244643417166,0.0,0.0,0.0,13,13,0.26525198938992045,0,0,0.0,13,13,0.8436080467229072
USA,4901,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets",11704.1,11704.1,0.0029056125079344516,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
USA,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",19800.88,19800.88,0.004915686348895611,6.0,6.0,0.052629270646024295,3,3,0.0612119975515201,3,3,0.042967631051274706,0,0,0.0
USA,6305,"Sacks and bags, of a kind used for the packing of goods",5797.0,5797.0,0.0014391397637149388,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
USA,6309,Textiles; worn clothing and other worn articles,82435.6,82435.6,0.02046512849848184,8.0,8.0,0.07017236086136573,4,4,0.08161599673536013,4,4,0.057290174735032943,0,0,0.0
USA,7309,"Reservoirs, tanks, vats and similar containers; for any material (excluding compressed or liquefied gas), of iron or steel, capacity exceeding 300l, whether or not lined or heat insulated",1.0,1.0,2.4825595372001703e-07,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
USA,7312,"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated",51750.35,51750.35,0.012847332494594684,6.0,6.0,0.052629270646024295,3,3,0.0612119975515201,3,3,0.042967631051274706,0,0,0.0
USA,8407,Reciprocating or rotary internal combustion piston engines,22644.6,22644.6,0.005621656769608298,0.0,0.0,0.0,32,32,0.652927973882881,0,0,0.0,32,32,2.0765736534717716
USA,8417,"Furnaces and ovens; industrial or laboratory, including incinerators, non-electric",11661.86,11661.86,0.0028951261764493183,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
USA,8421,"Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus for liquids or gases",295.0,295.0,7.323550634740503e-05,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
USA,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",97476.82,97476.82,0.024199200914694432,0.0,0.0,0.0,9,9,0.1836359926545603,0,0,0.0,9,9,0.5840363400389358
USA,8443,"Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42; other printers, copying machines and facsimile machines, whether or not combined; pa",570.0,570.0,0.00014150589362040973,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
USA,8474,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores in solid form, shaping, moulding machinery for solid mineral fuels",1133.0,1133.0,0.00028127399556477934,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
USA,8501,Electric motors and generators (excluding generating sets),816.47,816.47,0.00020269353853378234,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
USA,8502,Electric generating sets and rotary converters,45912.520000000004,45912.520000000004,0.011398056440289357,8.0,8.0,0.07017236086136573,5,5,0.10201999591920016,4,4,0.057290174735032943,4,4,0.25957170668397145
USA,8506,Cells and batteries; primary,40975.8,40975.8,0.010172486308440675,2.0,2.0,0.017543090215341433,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
USA,8509,"Electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08.",5807.89,5807.89,0.0014418432710509499,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
USA,8515,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,816.47,816.47,0.00020269353853378234,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
USA,8529,Transmission apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8525 to 8528,7057.91,7057.91,0.0017521681783200455,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
USA,8542,Electronic integrated circuits,13643.5,13643.5,0.0033870801045790527,2.0,2.0,0.017543090215341433,2,2,0.040807998367680065,1,1,0.014322543683758236,1,1,0.06489292667099286
USA,8702,Vehicles; public transport passenger type,2098745.52,2098745.52,0.5210260706832132,2.0,2.0,0.017543090215341433,204,204,4.162415833503367,1,1,0.014322543683758236,203,203,13.17326411421155
USA,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",844730.02,844730.02,0.20970925675102908,24.0,24.0,0.21051708258409718,427,427,8.712507651499694,23,23,0.3294185047264394,404,404,26.216742375081115
USA,8704,Vehicles; for the transport of goods,220467.31,220467.31,0.054732322308136655,0.0,0.0,0.0,87,87,1.7751479289940828,0,0,0.0,87,87,5.645684620376379
USA,8705,"Special purpose motor vehicles; not those for the transport of persons or goods (e.g. breakdown lorries, road sweeper lorries, spraying lorries, mobile workshops, mobile radiological units etc)",7166.76,7166.76,0.0017791908388824695,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
USA,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",30836.38,30836.38,0.00765531492617286,4.0,4.0,0.035086180430682866,8,8,0.16323199347072026,2,2,0.028645087367516472,6,6,0.3893575600259572
USA,8711,"Motorcycles (including mopeds) and cycles; fitted with an auxiliary motor, with or without side-cars; side-cars",1590.0,1590.0,0.0003947269664148271,0.0,0.0,0.0,3,3,0.0612119975515201,0,0,0.0,3,3,0.1946787800129786
USA,8716,"Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof",29936.0,29936.0,0.007431790230562431,0.0,0.0,0.0,2,2,0.040807998367680065,0,0,0.0,2,2,0.12978585334198572
USA,8803,Aircraft; parts of heading no. 8801 or 8802,40586.98,40586.98,0.010075959428515259,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
USA,8903,"Yachts and other vessels; for pleasure or sports, rowing boats and canoes",4536.0,4536.0,0.0011260890060739975,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
USA,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",18276.0,18276.0,0.0045371258101870315,2.0,2.0,0.017543090215341433,4,4,0.08161599673536013,1,1,0.014322543683758236,3,3,0.1946787800129786
USA,9403,"Furniture and parts thereof, n.e.c. in chapter 94",33365.0,33365.0,0.00828305989586837,8.0,8.0,0.07017236086136573,4,4,0.08161599673536013,5,5,0.07161271841879117,0,0,0.0
USA,9611,"Stamps; date, numbering, sealing stamps and the like (including devices for printing or embossing labels), designed for operating by hand; hand operated composing sticks and printing sets",776.0,776.0,0.00019264662008673325,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
USA,9705,Animal originated products; not elsewhere specified or included,1591.0,1591.0,0.0003949752223685471,0.0,0.0,0.0,9,9,0.1836359926545603,0,0,0.0,9,9,0.5840363400389358
USA,9999,Commodities not specified according to kind,9451551.08,9451551.08,2.346403827498857,1223.75,1223.75,10.734178325512039,1227,1227,25.03570699857172,620,620,8.879977083930106,624,624,40.493186242699544
VIETNAM,0906,Cinnamon and cinnamon-tree flowers,34464.0,34464.0,0.008555893189006668,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
VIETNAM,1006,Rice,19390.04,19390.04,0.00481369287286928,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
VIETNAM,2009,"Fruit juices (including grape must) and vegetable juices, unfermented, not containing added spirit; whether or not containing added sugar or other sweetening matter",113417.0,113417.0,0.028156445503063173,8.0,8.0,0.07017236086136573,2,2,0.040807998367680065,4,4,0.057290174735032943,0,0,0.0
VIETNAM,2202,"Waters, including mineral and aerated waters, containing added sugar or sweetening matter, flavoured; other non-alcoholic beverages, not including fruit or vegetable juices of heading no. 2009",51586.2,51586.2,0.012806581279791543,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
VIETNAM,3808,"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products, plant growth regulators, disinfectants and the like, put up in forms or packings for retail sale or as preparations or arti",115691.28,115691.28,0.028721049053489534,10.0,10.0,0.08771545107670717,2,2,0.040807998367680065,5,5,0.07161271841879117,0,0,0.0
VIETNAM,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",141020.0,141020.0,0.03500905459359681,12.0,12.0,0.10525854129204859,4,4,0.08161599673536013,6,6,0.08593526210254941,0,0,0.0
VIETNAM,6217,Sugars and sugar confectionery,20880.0,20880.0,0.005183584313673956,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
VIETNAM,6901,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (e.g. kieselguhr, tripolite or diatomite) or of similar siliceous earths",1536648.0,1536648.0,0.38148201477195676,58.0,58.0,0.5087496162449016,6,6,0.1224239951030402,58,58,0.8307075336579777,0,0,0.0
VIETNAM,8414,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan whether or not fitted with filters",46818.92,46818.92,0.01162307563674118,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
VIETNAM,8502,Electric generating sets and rotary converters,15655.0,15655.0,0.003886446955486867,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
VIETNAM,9403,"Furniture and parts thereof, n.e.c. in chapter 94",11273.26,11273.26,0.0027986539128337195,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
VIETNAM,9999,Commodities not specified according to kind,2900.0,2900.0,0.0007199422657880494,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
