country,hs_code,hs_desc,period_value,ytd_value,prev_year_value,yoy_change_pct,share_of_total,period_value_teu,ytd_value_teu,prev_year_value_teu,yoy_change_pct_teu,share_of_total_teu,period_value_shipment,ytd_value_shipment,prev_year_value_shipment,yoy_change_pct_shipment,share_of_total_shipment,period_value_container,ytd_value_container,prev_year_value_container,yoy_change_pct_container,share_of_total_container,period_value_vrac,ytd_value_vrac,prev_year_value_vrac,yoy_change_pct_vrac,share_of_total_vrac,anomaly_score_weight_kg,is_anomaly_weight_kg,zscore_weight_kg,is_significant_weight_kg,hs_chapter
TURKEY,1005,Maize (corn),168371.0,168371.0,1608915.0,-89.53512149492049,0.0417991031837929,7.0,7.0,67.0,-89.55223880597015,0.061400815753695,2,2,13.0,-84.61538461538461,0.04080799836768,7,7,67.0,-89.55223880597015,0.1002578057863076,0,0,0.0,0.0,0.0,-0.36190149924852916,1,0.2763285079388916,False,10
CHINA,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",168204.3,168204.3,1573959.31,-89.3133006087686,0.0417577189163078,13.0,13.0,123.0,-89.4308943089431,0.1140300863997193,5,5,59.0,-91.52542372881356,0.1020199959192001,7,7,64.0,-89.0625,0.1002578057863076,0,0,0.0,0.0,0.0,-0.35854271103816926,1,0.2743797202410326,False,39
CHINA,7312,"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated",167750.0,167750.0,6546887.069999999,-97.43771355445116,0.0416449362365328,6.0,6.0,235.0,-97.44680851063828,0.0526292706460242,2,2,35.0,-94.28571428571428,0.04080799836768,6,6,234.0,-97.43589743589745,0.0859352621025494,0,0,0.0,0.0,0.0,-0.37317794778146807,1,0.3457560287372098,False,73
USA,3911,"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39, in primary forms",166897.5,166897.5,680942.5,-75.49022127418982,0.0414332980359865,14.0,14.0,56.0,-75.0,0.12280163150739,1,1,5.0,-80.0,0.02040399918384,7,7,28.0,-75.0,0.1002578057863076,0,0,0.0,0.0,0.0,-0.3594943952616656,1,0.1529382842199423,False,39
CHINA,2915,"Acids; saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",165472.0,165472.0,165078.0,0.238675050582149,0.0410794091739586,12.0,12.0,9.0,33.333333333333336,0.1052585412920485,4,4,5.0,-20.0,0.0816159967353601,6,6,6.0,0.0,0.0859352621025494,0,0,0.0,0.0,0.0,-0.40213023617146015,1,0.5123712098062537,False,29
CHINA,6403,"Footwear; with outer soles of rubber, plastics, leather or composition leather and uppers of leather",162182.0,162182.0,1901926.2,-91.47275009934664,0.0402626470862198,22.0,22.0,236.0,-90.67796610169492,0.1929739923687557,11,11,118.0,-90.67796610169492,0.2244439910222403,11,11,118.0,-90.67796610169492,0.1575479805213405,0,0,0.0,0.0,0.0,-0.3605773679728214,1,0.2933513719839834,False,64
COLOMBIA,9999,Commodities not specified according to kind,161456.58,161456.58,1801085.4,-91.03559553589184,0.0400825572522722,19.5,19.5,226.75,-91.40022050716648,0.1710451295995789,6,6,67.0,-91.04477611940298,0.1224239951030402,11,11,107.0,-89.7196261682243,0.1575479805213405,0,0,1.0,-100.0,0.0,-0.3589694392437824,1,0.28951078938555175,False,99
FRANCE,2205,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances",158999.22,158999.22,763020.3600000001,-79.161864042527,0.0394725030018388,12.0,12.0,64.0,-81.25,0.1052585412920485,8,8,37.0,-78.37837837837837,0.1632319934707202,9,9,43.0,-79.06976744186046,0.1289028931538241,0,0,0.0,0.0,0.0,-0.35739996611183256,1,0.18519517572369823,False,22
CHINA,2002,Tomatoes; prepared or preserved otherwise than by vinegar or acetic acid,158390.41999999998,158390.41999999998,3412919.37,-95.35909282263532,0.039321364777214,7.0,7.0,215.0,-96.74418604651164,0.061400815753695,2,2,21.0,-90.47619047619048,0.04080799836768,7,7,135.0,-94.8148148148148,0.1002578057863076,0,0,0.0,0.0,0.0,-0.3622318740407988,1,0.32749449087686744,False,20
CHINA,7311,"Containers for compressed or liquefied gas, of iron or steel",151914.6,151914.6,2341068.55,-93.51088630018972,0.0377137039069949,16.0,16.0,256.0,-93.75,0.1403447217227314,5,5,73.0,-93.15068493150685,0.1020199959192001,8,8,125.0,-93.6,0.1145803494700658,0,0,0.0,0.0,0.0,-0.37405188905464676,1,0.3112572365924423,False,73
CHINA,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",149754.85,149754.85,1734335.6300000004,-91.36529011976764,0.0371775331109481,20.0,20.0,255.0,-92.15686274509804,0.1754309021534143,6,6,88.0,-93.1818181818182,0.1224239951030402,10,10,129.0,-92.24806201550388,0.1432254368375823,0,0,0.0,0.0,0.0,-0.36391058139755617,1,0.29240729187570924,False,39
CHINA,3917,"Tubes, pipes and hoses and fittings thereof (for example, joints, elbows, flanges), of plastics",149004.99,149004.99,797928.5199999999,-81.32602278710378,0.0369913759014916,22.0,22.0,87.0,-74.71264367816092,0.1929739923687557,8,8,30.0,-73.33333333333333,0.1632319934707202,11,11,50.0,-78.0,0.1575479805213405,0,0,0.0,0.0,0.0,-0.3622403556693599,1,0.20420820019947888,False,39
CHINA,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",147119.0,147119.0,1128020.6,-86.95777364349551,0.0365231676553351,12.0,12.0,106.0,-88.67924528301887,0.1052585412920485,6,6,51.0,-88.23529411764706,0.1224239951030402,6,6,51.0,-88.23529411764706,0.0859352621025494,0,0,0.0,0.0,0.0,-0.3559722601508621,1,0.25368544725559283,False,62
CHINA,703,"Onions, shallots, garlic, leeks and other alliaceous vegetables; fresh or chilled",145400.0,145400.0,12638927.98,-98.8495859757245,0.0360964156708904,10.75,10.75,887.0,-98.7880496054115,0.0942941099074602,4,4,223.0,-98.20627802690584,0.0816159967353601,5,5,436.0,-98.85321100917432,0.0716127184187911,0,0,0.0,0.0,0.0,-0.38567313882872806,1,0.3581599085217304,False,70
DOMINICAN REPUBLIC,4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",143535.99,143535.99,2510143.27,-94.28176105661092,0.0356336640905968,56.75,56.75,770.75,-92.63704184236134,0.4977851848603131,17,17,258.0,-93.4108527131783,0.3468679861252806,28,28,365.0,-92.32876712328768,0.4010312231452306,0,0,0.0,0.0,0.0,-0.3636417165123092,1,0.31802968831222767,False,48
BELGIUM,2205,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances",141420.88,141420.88,632927.6000000001,-77.65607314327895,0.035108575440324,8.0,8.0,36.0,-77.77777777777777,0.0701723608613657,2,2,7.0,-71.42857142857143,0.04080799836768,8,8,36.0,-77.77777777777777,0.1145803494700658,0,0,0.0,0.0,0.0,-0.35581681646250635,1,0.17196618349077875,False,22
BRAZIL,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",141240.0,141240.0,4171944.0,-96.61452790353847,0.0350636709034152,10.0,10.0,324.0,-96.91358024691358,0.0877154510767071,1,1,37.0,-97.29729729729728,0.02040399918384,5,5,152.0,-96.71052631578948,0.0716127184187911,0,0,0.0,0.0,0.0,-0.3677880180939002,1,0.33852400429901397,False,29
VIETNAM,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",141020.0,141020.0,1287069.0,-89.04332246367522,0.0350090545935968,12.0,12.0,112.0,-89.28571428571429,0.1052585412920485,4,4,45.0,-91.11111111111111,0.0816159967353601,6,6,54.0,-88.88888888888889,0.0859352621025494,0,0,0.0,0.0,0.0,-0.3568831345437009,1,0.2720078512210499,False,56
COLOMBIA,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",139420.01,139420.01,241020.94,-42.1543995305968,0.0346118475502043,12.0,12.0,28.0,-57.142857142857146,0.1052585412920485,3,3,10.0,-70.0,0.0612119975515201,6,6,13.0,-53.84615384615385,0.0859352621025494,0,0,0.0,0.0,0.0,-0.37508633087053317,1,0.13993061752743993,False,56
THAILAND,4412,"Plywood, veneered panels and similar laminated wood",137100.0,137100.0,127200.0,7.783018867924528,0.0340358912550143,10.0,10.0,10.0,0.0,0.0877154510767071,1,1,1.0,0.0,0.02040399918384,5,5,5.0,0.0,0.0716127184187911,0,0,0.0,0.0,0.0,-0.4051716613152379,1,0.5786513724848406,False,44
CANADA,302,"Fish; fresh or chilled, excluding fish fillets and other fish meat of heading 0304",136524.0,136524.0,1011624.15,-86.50447401833972,0.0338928958256716,10.0,10.0,76.0,-86.84210526315789,0.0877154510767071,5,5,37.0,-86.48648648648648,0.1020199959192001,5,5,37.0,-86.48648648648648,0.0716127184187911,0,0,0.0,0.0,0.0,-0.3534327147204277,1,0.24970302365124916,False,30
NORWAY,1517,"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils of heading no. 1516",134940.0,134940.0,642724.0,-79.00498503245561,0.0334996583949791,10.0,10.0,51.25,-80.48780487804878,0.0877154510767071,5,5,24.0,-79.16666666666667,0.1020199959192001,5,5,24.0,-79.16666666666667,0.0716127184187911,0,0,0.0,0.0,0.0,-0.3541962148536713,1,0.18381692911138378,False,15
HAITI,4412,"Plywood, veneered panels and similar laminated wood",133680.0,133680.0,140000.0,-4.514285714285714,0.0331868558932918,10.0,10.0,10.0,0.0,0.0877154510767071,1,1,1.0,0.0,0.02040399918384,5,5,5.0,0.0,0.0716127184187911,0,0,0.0,0.0,0.0,-0.3891510483277665,1,0.47061449506371755,False,44
BRAZIL,1701,"Cane or beet sugar and chemically pure sucrose, in solid form",130885.0,130885.0,19896916.6,-99.34218450712108,0.0324929805026444,5.0,5.0,476.0,-98.94957983193277,0.0438577255383535,1,1,45.0,-97.77777777777776,0.02040399918384,5,5,366.0,-98.63387978142076,0.0716127184187911,0,0,11.0,-100.0,0.0,-0.38086279029097564,1,0.36248758917715684,False,17
PANAMA,1511,"Palm oil and its fractions; whether or not refined, but not chemically modified",127300.0,127300.0,72604.5,75.333484839094,0.0316029829085581,5.0,5.0,3.0,66.66666666666667,0.0438577255383535,1,1,1.0,0.0,0.02040399918384,5,5,3.0,66.66666666666667,0.0716127184187911,0,0,0.0,0.0,0.0,-0.4648044052307002,1,1.1721099928742598,False,15
CHINA,9403,"Furniture and parts thereof, n.e.c. in chapter 94",123973.5,123973.5,1317676.9899999998,-90.59151059471714,0.0307771594785085,17.0,17.0,188.0,-90.95744680851064,0.1491162668304022,7,7,76.0,-90.78947368421052,0.1428279942868802,9,9,95.0,-90.52631578947368,0.1289028931538241,0,0,0.0,0.0,0.0,-0.35108480655939445,1,0.28560932056907107,False,94
BELGIUM,2106,Food preparations not elsewhere specified or included,120348.0,120348.0,178338.5,-32.51709529910816,0.0298771075182966,6.0,6.0,13.5,-55.55555555555556,0.0526292706460242,1,1,7.0,-85.71428571428571,0.02040399918384,6,6,7.0,-14.285714285714286,0.0859352621025494,0,0,0.0,0.0,0.0,-0.3715833992814254,1,0.22459829807213627,False,21
ARGENTINA,713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",117700.0,117700.0,166970.02000000002,-29.508303346912225,0.029219725752846,5.0,5.0,7.0,-28.571428571428573,0.0438577255383535,1,1,1.0,0.0,0.02040399918384,5,5,7.0,-28.571428571428573,0.0716127184187911,0,0,0.0,0.0,0.0,-0.37807218134208814,1,0.2510317725910401,False,71
INDIA,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",116161.4,116161.4,1239915.84,-90.63150931276112,0.0288377591424523,10.0,10.0,98.0,-89.79591836734694,0.0877154510767071,5,5,49.0,-89.79591836734694,0.1020199959192001,5,5,49.0,-89.79591836734694,0.0716127184187911,0,0,0.0,0.0,0.0,-0.35061707924586855,1,0.2859607257546084,False,33
COLOMBIA,703,"Onions, shallots, garlic, leeks and other alliaceous vegetables; fresh or chilled",116000.0,116000.0,435200.0,-73.34558823529412,0.0287976906315219,8.0,8.0,30.0,-73.33333333333333,0.0701723608613657,2,2,6.0,-66.66666666666667,0.04080799836768,4,4,15.0,-73.33333333333333,0.0572901747350329,0,0,0.0,0.0,0.0,-0.3553276042765526,1,0.1340968010975635,False,70
VIETNAM,3808,"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products, plant growth regulators, disinfectants and the like, put up in forms or packings for retail sale or as preparations or arti",115691.28,115691.28,1600566.15,-92.77185263476926,0.0287210490534895,10.0,10.0,132.0,-92.42424242424242,0.0877154510767071,2,2,30.0,-93.33333333333331,0.04080799836768,5,5,66.0,-92.42424242424242,0.0716127184187911,0,0,0.0,0.0,0.0,-0.35385205489342947,1,0.30476452195019316,False,38
NETHERLANDS,207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",114177.99,114177.99,747754.56,-84.73055249572802,0.0283453658012845,8.0,8.0,55.25,-85.52036199095022,0.0701723608613657,2,2,19.0,-89.47368421052632,0.04080799836768,4,4,26.0,-84.61538461538461,0.0572901747350329,0,0,0.0,0.0,0.0,-0.35092657473056815,1,0.23411839363644585,False,20
VIETNAM,2009,"Fruit juices (including grape must) and vegetable juices, unfermented, not containing added spirit; whether or not containing added sugar or other sweetening matter",113417.0,113417.0,137878.85,-17.74155354501434,0.0281564455030631,8.0,8.0,10.0,-20.0,0.0701723608613657,2,2,4.0,-50.0,0.04080799836768,4,4,5.0,-20.0,0.0572901747350329,0,0,0.0,0.0,0.0,-0.38435778162429707,1,0.35440750810235644,False,20
PAKISTAN,1704,"Sugar confectionery (including white chocolate), not containing cocoa",112820.0,112820.0,182960.01,-38.33625173063776,0.0280082366986923,8.0,8.0,20.0,-60.0,0.0701723608613657,1,1,4.0,-75.0,0.02040399918384,4,4,7.0,-42.85714285714285,0.0572901747350329,0,0,0.0,0.0,0.0,-0.36747589398580144,1,0.17347461597703873,False,17
INDIA,6305,"Sacks and bags, of a kind used for the packing of goods",112343.3,112343.3,1286844.8,-91.26986408928256,0.0278898930855539,8.0,8.0,95.25,-91.6010498687664,0.0701723608613657,4,4,48.0,-91.66666666666669,0.0816159967353601,4,4,48.0,-91.66666666666669,0.0572901747350329,0,0,0.0,0.0,0.0,-0.35280048493282096,1,0.2915689349585996,False,63
CHINA,3506,"Prepared glues and other prepared adhesives, n.e.c. or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding 1kg net weight",108915.0,108915.0,906280.84,-87.9822020732558,0.0270387971994156,14.0,14.0,128.0,-89.0625,0.12280163150739,6,6,55.0,-89.0909090909091,0.1224239951030402,7,7,66.0,-89.39393939393939,0.1002578057863076,0,0,0.0,0.0,0.0,-0.34840945593465245,1,0.26268547225723704,False,35
DOMINICAN REPUBLIC,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",108705.0,108705.0,337819.0,-67.82152572827461,0.0269866634491344,0.0,0.0,0.0,0.0,0.0,12,12,28.0,-57.142857142857146,0.2448479902060804,0,0,0.0,0.0,0.0,12,12,28.0,-57.142857142857146,0.7787151200519143,-0.35603123844504264,1,0.08556564047226312,False,87
INDIA,1704,"Sugar confectionery (including white chocolate), not containing cocoa",103350.36,103350.36,2649404.3300000005,-96.09910956852706,0.0256573421891071,8.0,8.0,208.25,-96.15846338535414,0.0701723608613657,3,3,88.0,-96.5909090909091,0.0612119975515201,4,4,104.0,-96.15384615384616,0.0572901747350329,0,0,0.0,0.0,0.0,-0.36008482983698636,1,0.3339958422853006,False,17
CHINA,4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",102850.0,102850.0,1013596.61,-89.85296527382822,0.0255331248401037,14.0,14.0,134.0,-89.55223880597015,0.12280163150739,7,7,60.0,-88.33333333333333,0.1428279942868802,7,7,67.0,-89.55223880597015,0.1002578057863076,0,0,0.0,0.0,0.0,-0.3517931129076303,1,0.27912089623433944,False,42
PERU,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",102000.0,102000.0,1405445.96,-92.74251711535037,0.0253221072794417,12.0,12.0,181.75,-93.39752407152682,0.1052585412920485,2,2,44.0,-95.45454545454544,0.04080799836768,6,6,91.0,-93.4065934065934,0.0859352621025494,0,0,0.0,0.0,0.0,-0.3525104110906733,1,0.30450679734929736,False,39
TRINIDAD AND TOBAGO,2811,Inorganic acids and other inorganic oxygen compounds of non-metals; n.e.c. in heading no. 2806 to 2810,101295.0,101295.0,503865.0,-79.89640082164865,0.0251470868320691,5.0,5.0,29.0,-82.75862068965517,0.0438577255383535,4,4,24.0,-83.33333333333333,0.0816159967353601,5,5,26.0,-80.76923076923077,0.0716127184187911,0,0,0.0,0.0,0.0,-0.3475483783509301,1,0.1916483833706873,False,28
CHINA,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",100580.0,100580.0,2265999.4000000004,-95.56134039576531,0.0249695838251593,8.0,8.0,199.0,-95.97989949748744,0.0701723608613657,3,3,87.0,-96.55172413793105,0.0612119975515201,4,4,105.0,-96.1904761904762,0.0572901747350329,0,0,0.0,0.0,0.0,-0.354785609150016,1,0.32927131897125933,False,56
INDIA,4011,"New pneumatic tyres, of rubber",100545.54,100545.54,1200244.2199999995,-91.6229098774581,0.0249610289249941,12.0,12.0,171.5,-93.00291545189503,0.1052585412920485,5,5,73.0,-93.15068493150685,0.1020199959192001,6,6,79.0,-92.40506329113924,0.0859352621025494,0,0,0.0,0.0,0.0,-0.3496545600512797,1,0.2946705873805736,False,40
DOMINICAN REPUBLIC,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents",100525.28,100525.28,10682074.160000002,-99.05893482394622,0.0249559992593717,10.0,10.0,155.0,-93.5483870967742,0.0877154510767071,2,2,39.0,-94.87179487179488,0.04080799836768,5,5,79.0,-93.67088607594935,0.0716127184187911,0,0,4.0,-100.0,0.0,-0.37113818887697403,1,0.35999912423785596,False,27
FRANCE,405,Butter and other fats and oils derived from milk; dairy spreads,100319.83,100319.83,632690.32,-84.14392842299216,0.0249049950736799,8.0,8.0,50.0,-84.0,0.0701723608613657,5,5,31.0,-83.87096774193549,0.1020199959192001,5,5,31.0,-83.87096774193549,0.0716127184187911,0,0,0.0,0.0,0.0,-0.3474370370708156,1,0.22896465993693843,False,40
CHINA,8716,"Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof",99699.99,99699.99,792088.0,-87.41301597802264,0.0247511161033261,10.0,10.0,72.0,-86.11111111111111,0.0877154510767071,2,2,26.0,-92.3076923076923,0.04080799836768,5,5,34.0,-85.29411764705883,0.0716127184187911,0,0,1.0,-100.0,0.0,-0.3445999705381019,1,0.2576849383606081,False,87
TURKEY,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",99189.96,99189.96,136383.06,-27.27105551085304,0.0246244981192503,27.0,27.0,34.0,-20.58823529411765,0.2368317179071093,1,1,5.0,-80.0,0.02040399918384,12,12,16.0,-25.0,0.1718705242050988,0,0,0.0,0.0,0.0,-0.37645652654754647,1,0.2706869147898159,False,19
CHINA,2842,"Salts of inorganic acids or peroxoacids, n.e.c. including aluminosilicates whether or not chemically defined, but excluding azides",98967.0,98967.0,1461047.2,-93.22629686433127,0.0245691469718089,6.0,6.0,68.0,-91.17647058823528,0.0526292706460242,4,4,22.0,-81.81818181818181,0.0816159967353601,4,4,66.0,-93.93939393939394,0.0572901747350329,0,0,0.0,0.0,0.0,-0.35319960698038494,1,0.30875700137490814,False,28
BRAZIL,2203,Beer made from malt,98908.99,98908.99,194912.0,-49.25454051058939,0.0245547456439336,6.0,6.0,14.75,-59.32203389830509,0.0526292706460242,3,3,6.0,-50.0,0.0612119975515201,4,4,7.0,-42.85714285714285,0.0572901747350329,0,0,0.0,0.0,0.0,-0.3571340294316585,1,0.07755295943171095,False,22
FRANCE,1901,"Malt extract; flour/groats/meal/starch/malt extract products, no cocoa (or less than 40% by weight) and food preparations of goods of headings 04.01 to 04.04, no cocoa (or less than 5% by weight), wei",97985.58,97985.58,447386.68,-78.0982348423963,0.024325503613709,10.0,10.0,48.0,-79.16666666666667,0.0877154510767071,5,5,22.0,-77.27272727272727,0.1020199959192001,5,5,22.0,-77.27272727272727,0.0716127184187911,0,0,0.0,0.0,0.0,-0.34550459286089696,1,0.1758507558349461,False,19
CHINA,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",97854.0,97854.0,196015.26,-50.0783765508869,0.0242928380953185,10.0,10.0,14.0,-28.571428571428573,0.0877154510767071,5,5,6.0,-16.666666666666668,0.1020199959192001,5,5,8.0,-37.5,0.0716127184187911,0,0,0.0,0.0,0.0,-0.3566029478103143,1,0.07031522105532864,False,33
TRINIDAD AND TOBAGO,2804,"Hydrogen, rare gases and other non-metals",97599.99,97599.99,306054.0,-68.11020604207101,0.0242297786005141,5.0,5.0,16.0,-68.75,0.0438577255383535,3,3,11.0,-72.72727272727273,0.0612119975515201,5,5,15.0,-66.66666666666667,0.0716127184187911,0,0,0.0,0.0,0.0,-0.35112208852013294,1,0.0881018157346561,False,28
USA,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",97476.82,97476.82,241002.65,-59.55363146421834,0.0241992009146944,0.0,0.0,4.0,-100.0,0.0,9,9,14.0,-35.714285714285715,0.1836359926545603,0,0,2.0,-100.0,0.0,9,9,13.0,-30.76923076923077,0.5840363400389358,-0.3554417041187154,1,0.012928789594482596,False,84
SOUTH KOREA,3901,"Polymers of ethylene, in primary forms",96384.0,96384.0,456245.12,-78.8745137701418,0.0239279018433501,8.0,8.0,38.0,-78.94736842105263,0.0701723608613657,1,1,7.0,-85.71428571428571,0.02040399918384,4,4,19.0,-78.94736842105263,0.0572901747350329,0,0,0.0,0.0,0.0,-0.3457788220803242,1,0.18267068542201734,False,39
INDONESIA,4820,"Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard",96379.52,96379.52,131485.88,-26.6997186313846,0.0239267896566774,8.0,8.0,10.0,-20.0,0.0701723608613657,1,1,2.0,-50.0,0.02040399918384,4,4,6.0,-33.333333333333336,0.0572901747350329,0,0,0.0,0.0,0.0,-0.3748353280014041,1,0.2757063442103568,False,48
USA,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",94167.82,94167.82,1317021.8199999998,-92.84994230391716,0.0233777219638348,14.0,14.0,154.0,-90.9090909090909,0.12280163150739,7,7,68.0,-89.70588235294117,0.1428279942868802,7,7,80.0,-91.25,0.1002578057863076,0,0,2.0,-100.0,0.0,-0.35157194195391406,1,0.30545057180422314,False,33
USA,3816,"Refractory cements, mortars, concretes and similar compositions; other than products of heading no. 3801",92402.22,92402.22,1167791.31,-92.08743726650955,0.0229394012519468,4.0,4.0,50.0,-92.0,0.0350861804306828,2,2,28.0,-92.85714285714286,0.04080799836768,4,4,50.0,-92.0,0.0572901747350329,0,0,0.0,0.0,0.0,-0.3482147042442572,1,0.2987516515076106,False,38
CHINA,4420,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles of wood; statuettes and other ornaments of wood; wooden articles of furniture not falling in chapter 94",91315.99,91315.99,267044.99,-65.80501660038632,0.0226697381873375,5.0,5.0,19.0,-73.6842105263158,0.0438577255383535,2,2,8.0,-75.0,0.04080799836768,4,4,13.0,-69.23076923076923,0.0572901747350329,0,0,0.0,0.0,0.0,-0.35302285848687354,1,0.06784977859279052,False,44
CHINA,8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools us",90825.0,90825.0,357018.0,-74.56010621313212,0.0225478469966205,7.0,7.0,32.0,-78.125,0.061400815753695,3,3,13.0,-76.92307692307692,0.0612119975515201,4,4,16.0,-75.0,0.0572901747350329,0,0,0.0,0.0,0.0,-0.3468601994286599,1,0.14476684094412073,False,82
CHINA,2106,Food preparations not elsewhere specified or included,90076.0,90076.0,365245.0,-75.33819764815398,0.0223619032872842,6.0,6.0,27.0,-77.77777777777777,0.0526292706460242,3,3,10.0,-70.0,0.0612119975515201,4,4,21.0,-80.95238095238095,0.0572901747350329,0,0,0.0,0.0,0.0,-0.3483830470910463,1,0.1516026941529199,False,21
DOMINICAN REPUBLIC,8441,"Machines; for making up paper pulp, paper or paperboard, including cutting machines of all kinds",89760.0,89760.0,605783.99,-85.182837202416,0.0222834544059087,8.0,8.0,57.0,-85.96491228070175,0.0701723608613657,1,1,8.0,-87.5,0.02040399918384,4,4,30.0,-86.66666666666667,0.0572901747350329,0,0,0.0,0.0,0.0,-0.3477051308443604,1,0.23809190076471404,False,84
OMAN,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",88839.8,88839.8,176430.69,-49.646062144857,0.0220550092772955,8.0,8.0,16.0,-50.0,0.0701723608613657,1,1,4.0,-75.0,0.02040399918384,4,4,8.0,-50.0,0.0572901747350329,0,0,0.0,0.0,0.0,-0.35707798979759225,1,0.07411328088050405,False,19
CHINA,9401,"Seats (not those of heading no. 9402), whether or not convertible into beds and parts thereof",87682.25,87682.25,247817.5,-64.61821703471304,0.0217676405980669,20.0,20.0,68.0,-70.58823529411765,0.1754309021534143,10,10,31.0,-67.74193548387096,0.2040399918384003,10,10,34.0,-70.58823529411765,0.1432254368375823,0,0,0.0,0.0,0.0,-0.3538931290638848,1,0.05742325639494469,False,94
INDIA,3605,Matches; other than pyrotechnic articles of heading no. 3604,85865.84,85865.84,1093985.12,-92.1510961684744,0.0213167060011703,10.0,10.0,130.0,-92.3076923076923,0.0877154510767071,2,2,41.0,-95.1219512195122,0.04080799836768,5,5,60.0,-91.66666666666669,0.0716127184187911,0,0,0.0,0.0,0.0,-0.3483817101612506,1,0.2993109211379887,False,36
CHINA,3406,"Candles, tapers and the like",85500.0,85500.0,500740.52,-82.9252883309703,0.0212258840430614,6.0,6.0,36.0,-83.33333333333333,0.0526292706460242,1,1,16.0,-93.75,0.02040399918384,3,3,18.0,-83.33333333333333,0.0429676310512747,0,0,0.0,0.0,0.0,-0.3448120201096782,1,0.2182584056222577,False,34
COLOMBIA,3214,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; non-refractory surfacing preparations for facades, indoor walls, floors, ceilings or the like",84384.0,84384.0,57024.0,47.97979797979798,0.0209488303987099,6.75,6.75,4.5,50.0,0.0592079294767773,1,1,1.0,0.0,0.02040399918384,3,3,2.0,50.0,0.0429676310512747,0,0,0.0,0.0,0.0,-0.4145729865024116,1,0.9317966059464721,False,32
